TF	 Summit ID	Chromosome	Summit start	Summit end	TSS start	TSS strand	GeneID	Distance to TSS from summit center	Motif coincidence
PIF1	1750	Chr3	19024965	19024966	19024350	-	AT3G51230	614	G
PIF1	1751	Chr3	19068908	19068909	19066559	-	AT3G51360	2348	PBE
PIF1	1751	Chr3	19068908	19068909	19069363	+	AT3G51370	454	PBE
PIF1	1753	Chr3	19079040	19079041	19078954	-	AT3G51400	85	G
PIF1	1754	Chr3	19080112	19080113	19078954	-	AT3G51400	1157	PBE
PIF1	1757	Chr3	19165650	19165651	19165246	-	AT3G51660	403	PBE
PIF1	1757	Chr3	19165650	19165651	19168850	+	AT3G51670	3199	PBE
PIF1	1758	Chr3	19168424	19168425	19165246	-	AT3G51660	3177	G
PIF1	1758	Chr3	19168424	19168425	19168850	+	AT3G51670	425	G
PIF1	1765	Chr3	19411030	19411031	19410147	-	AT3G52350	882	PBE
PIF1	1765	Chr3	19411030	19411031	19412120	+	AT3G52360	1089	PBE
PIF1	1767	Chr3	19467553	19467554	19467385	-	AT3G52500	167	PBE
PIF1	1768	Chr3	19469312	19469313	19467385	-	AT3G52500	1926	G
PIF1	1769	Chr3	19598738	19598739	19595821	-	AT3G52870	2916	PBE
PIF1	1770	Chr3	19605147	19605148	19604453	-	AT3G52880	693	PBE
PIF1	1770	Chr3	19605147	19605148	19607957	+	AT3G52890	2809	PBE
PIF1	1771	Chr3	19666687	19666688	19666486	-	AT3G53040	200	G
PIF1	1771	Chr3	19666687	19666688	19669084	+	AT3G53050	2396	G
PIF1	1772	Chr3	19706834	19706835	19706416	-	AT3G53170	417	G
PIF1	1772	Chr3	19706834	19706835	19706894	+	AT3G53180	59	G
PIF1	1773	Chr3	19720065	19720066	19719461	-	AT3G53200	603	G&PBE
PIF1	1773	Chr3	19720065	19720066	19720165	+	AT3G53210	99	G&PBE
PIF1	1775	Chr3	19740699	19740700	19742968	+	AT3G53250	2268	PBE
PIF1	1776	Chr3	19782996	19782997	19782679	-	AT3G53350	316	G
PIF1	1776	Chr3	19782996	19782997	19784502	+	AT3G53360	1505	G
PIF1	1777	Chr3	19791565	19791566	19791415	-	AT3G53380	149	G
PIF1	1777	Chr3	19791565	19791566	19792531	+	AT3G53390	965	G
PIF1	1780	Chr3	19936461	19936462	19935233	-	AT3G53810	1227	PBE
PIF1	1780	Chr3	19936461	19936462	19938706	+	AT3G53820	2244	PBE
PIF1	1781	Chr3	19940619	19940620	19940814	+	AT3G53830	194	G
PIF1	1782	Chr3	19993925	19993926	19991133	-	AT3G53990	2791	PBE
PIF1	1782	Chr3	19993925	19993926	19996607	+	AT3G54000	2681	PBE
PIF1	1785	Chr3	20008548	20008549	20010927	+	AT3G54030	2378	PBE
PIF1	1786	Chr3	20065096	20065097	20064153	-	AT3G54190	942	PBE
PIF1	1786	Chr3	20065096	20065097	20065665	+	AT3G54200	568	PBE
PIF1	1787	Chr3	20179096	20179097	20179026	-	AT3G54500	69	G&PBE
PIF1	1787	Chr3	20179096	20179097	20180292	+	AT3G54510	1195	G&PBE
PIF1	1788	Chr3	20180275	20180276	20179026	-	AT3G54500	1248	PBE
PIF1	1788	Chr3	20180275	20180276	20180292	+	AT3G54510	16	PBE
PIF1	1791	Chr3	20293473	20293474	20293250	-	AT3G54804	222	PBE
PIF1	1791	Chr3	20293473	20293474	20296232	+	AT3G54810	2758	PBE
PIF1	1792	Chr3	20296169	20296170	20293250	-	AT3G54804	2918	PBE
PIF1	1792	Chr3	20296169	20296170	20296232	+	AT3G54810	62	PBE
PIF1	1793	Chr3	20366970	20366971	20366839	-	AT3G54960	130	G
PIF1	1796	Chr3	20474926	20474927	20474762	-	AT3G55240	163	G
PIF1	1796	Chr3	20474926	20474927	20479289	+	AT3G55250	4362	G
PIF1	1798	Chr3	20611462	20611463	20611427	-	AT3G55573	34	G
PIF1	1798	Chr3	20611462	20611463	20612700	+	AT3G55580	1237	G
PIF1	1799	Chr3	20630140	20630141	20629092	-	AT3G55610	1047	G&PBE
PIF1	1799	Chr3	20630140	20630141	20634202	+	AT3G55620	4061	G&PBE
PIF1	1801	Chr3	20765115	20765116	20763032	-	AT3G55960	2082	PBE
PIF1	1802	Chr3	20775790	20775791	20776295	+	AT3G55980	504	G
PIF1	1803	Chr3	20779123	20779124	20780315	+	AT3G55990	1191	G
PIF1	1804	Chr3	20801463	20801464	20801164	-	AT3G56050	298	PBE
PIF1	1806	Chr3	20816099	20816100	20816034	-	AT3G56090	64	G
PIF1	1807	Chr3	20872584	20872585	20872831	+	AT3G56275	246	G
PIF1	1808	Chr3	20896131	20896132	20895624	-	AT3G56350	506	G
PIF1	1808	Chr3	20896131	20896132	20896481	+	AT3G56360	349	G
PIF1	1821	Chr3	21303445	21303446	21303060	-	AT3G57540	384	G
PIF1	1821	Chr3	21303445	21303446	21306723	+	AT3G57550	3277	G
PIF1	1824	Chr3	21413735	21413736	21411720	-	AT3G57800	2014	G
PIF1	1824	Chr3	21413735	21413736	21415784	+	AT3G57810	2048	G
PIF1	1825	Chr3	21430542	21430543	21430199	-	AT3G57870	342	G
PIF1	1826	Chr3	21500041	21500042	21499675	-	AT3G58060	365	PBE
PIF1	1828	Chr3	21523490	21523491	21523326	-	AT3G58120	163	PBE
PIF1	1828	Chr3	21523490	21523491	21527640	+	AT3G58130	4149	PBE
PIF1	1829	Chr3	21524462	21524463	21523326	-	AT3G58120	1135	PBE
PIF1	1829	Chr3	21524462	21524463	21527640	+	AT3G58130	3177	PBE
PIF1	1830	Chr3	21554817	21554818	21559060	+	AT3G58193	4242	G
PIF1	1831	Chr3	21678970	21678971	21680326	+	AT3G58620	1355	G
PIF1	1833	Chr3	21693920	21693921	21693840	-	AT3G58640	79	G
PIF1	1835	Chr3	21758841	21758842	21758771	-	AT3G58840	69	G
PIF1	1836	Chr3	21761101	21761102	21759941	-	AT3G58850	1159	PBE
PIF1	1837	Chr3	21763148	21763149	21759941	-	AT3G58850	3206	PBE
PIF1	1839	Chr3	21986474	21986475	21986350	-	AT3G59490	123	G
PIF1	1839	Chr3	21986474	21986475	21986541	+	AT3G59500	66	G
PIF1	1840	Chr3	22128965	22128966	22126629	-	AT3G59890	2335	PBE
PIF1	1840	Chr3	22128965	22128966	22129726	+	AT3G59900	760	PBE
PIF1	1841	Chr3	22142184	22142185	22140319	-	AT3G59930	1864	PBE
PIF1	1841	Chr3	22142184	22142185	22142900	+	AT3G59940	715	PBE
PIF1	1842	Chr3	22150722	22150723	22151195	+	AT3G59970	472	G
PIF1	1843	Chr3	22173974	22173975	22169571	-	AT3G60030	4402	PBE
PIF1	1844	Chr3	22189977	22189978	22190858	+	AT3G60090	880	G
PIF1	1846	Chr3	22231656	22231657	22229203	-	AT3G60160	2452	G&PBE
PIF1	1847	Chr3	22248712	22248713	22247832	-	AT3G60190	879	PBE
PIF1	1847	Chr3	22248712	22248713	22249257	+	AT3G60200	544	PBE
PIF1	1848	Chr3	22257270	22257271	22256085	-	AT3G60220	1184	G
PIF1	1851	Chr3	22326211	22326212	22322585	-	AT3G60390	3625	G&PBE
PIF1	1851	Chr3	22326211	22326212	22329092	+	AT3G60400	2880	G&PBE
PIF1	1852	Chr3	22328006	22328007	22329092	+	AT3G60400	1085	G&PBE
PIF1	1858	Chr3	22499159	22499160	22498970	-	AT3G60897	188	G
PIF1	1862	Chr3	22742569	22742570	22742283	-	AT3G61460	285	G
PIF1	1862	Chr3	22742569	22742570	22745653	+	AT3G61470	3083	G
PIF1	1863	Chr3	22744534	22744535	22742283	-	AT3G61460	2250	PBE
PIF1	1863	Chr3	22744534	22744535	22745653	+	AT3G61470	1118	PBE
PIF1	1864	Chr3	22745290	22745291	22742283	-	AT3G61460	3006	PBE
PIF1	1864	Chr3	22745290	22745291	22745653	+	AT3G61470	362	PBE
PIF1	1867	Chr3	22811537	22811538	22810746	-	AT3G61640	790	PBE
PIF1	1870	Chr3	22917478	22917479	22915324	-	AT3G61890	2153	G
PIF1	1870	Chr3	22917478	22917479	22922210	+	AT3G61897	4731	G
PIF1	1872	Chr3	22946069	22946070	22945287	-	AT3G61960	781	G
PIF1	1874	Chr3	22951412	22951413	22947232	-	AT3G61962	4179	PBE
PIF1	1874	Chr3	22951412	22951413	22951463	+	AT3G61970	50	PBE
PIF1	1876	Chr3	22991327	22991328	22990708	-	AT3G62090	618	G
PIF1	1877	Chr3	22995600	22995601	22994380	-	AT3G62097	1219	G
PIF1	1877	Chr3	22995600	22995601	22995791	+	AT3G62100	190	G
PIF1	1879	Chr3	23140035	23140036	23142485	+	AT3G62570	2449	G&PBE
PIF1	1880	Chr3	23145647	23145648	23146828	+	AT3G62580	1180	PBE
PIF1	1881	Chr3	23159078	23159079	23159776	+	AT3G62620	697	G
PIF1	1883	Chr3	23166168	23166169	23165194	-	AT3G62630	973	G
PIF1	1884	Chr3	23167802	23167803	23166899	-	AT3G62640	902	PBE
PIF1	1884	Chr3	23167802	23167803	23168061	+	AT3G62650	258	PBE
PIF1	1887	Chr3	23197366	23197367	23195761	-	AT3G62700	1604	G
PIF1	1891	Chr3	23288376	23288377	23285825	-	AT3G63006	2550	PBE
PIF1	1891	Chr3	23288376	23288377	23289425	+	AT3G63010	1048	PBE
PIF1	1892	Chr3	23289124	23289125	23285825	-	AT3G63006	3298	PBE
PIF1	1892	Chr3	23289124	23289125	23289425	+	AT3G63010	300	PBE
PIF1	1895	Chr3	23398649	23398650	23398376	-	AT3G63340	272	PBE
PIF1	1895	Chr3	23398649	23398650	23399468	+	AT3G63350	818	PBE
PIF1	1896	Chr3	23411011	23411012	23410359	-	AT3G63380	651	PBE
PIF1	1897	Chr3	23437642	23437643	23437373	-	AT3G63460	268	G
PIF1	1897	Chr3	23437642	23437643	23438474	+	AT3G63470	831	G
PIF1	1900	Chr4	32830	32831	31425	-	AT4G00070	1404	G
PIF1	1900	Chr4	32830	32831	32893	+	AT4G00080	62	G
PIF1	1904	Chr4	311793	311794	310481	-	AT4G00740	1311	G
PIF1	1904	Chr4	311793	311794	314353	+	AT4G00750	2559	G
PIF1	1905	Chr4	347467	347468	347198	-	AT4G00810	268	G
PIF1	1905	Chr4	347467	347468	349116	+	AT4G00820	1648	G
PIF1	1906	Chr4	351772	351773	352016	+	AT4G00830	243	PBE
PIF1	1907	Chr4	426072	426073	424787	-	AT4G00985	1284	PBE
PIF1	1907	Chr4	426072	426073	426944	+	AT4G00990	871	PBE
PIF1	1908	Chr4	476612	476613	473791	-	AT4G01090	2820	G
PIF1	1908	Chr4	476612	476613	477141	+	AT4G01100	528	G
PIF1	1909	Chr4	484549	484550	484482	-	AT4G01120	66	G
PIF1	1909	Chr4	484549	484550	485833	+	AT4G01130	1283	G
PIF1	1911	Chr4	526644	526645	524215	-	AT4G01250	2428	G
PIF1	1911	Chr4	526644	526645	527591	+	AT4G01245	946	G
PIF1	1912	Chr4	577921	577922	577275	-	AT4G01400	645	G
PIF1	1912	Chr4	577921	577922	578165	+	AT4G01410	243	G
PIF1	1915	Chr4	719722	719723	717578	-	AT4G01680	2143	PBE
PIF1	1920	Chr4	879804	879805	879740	-	AT4G02005	63	G
PIF1	1920	Chr4	879804	879805	881090	+	AT4G02010	1285	G
PIF1	1922	Chr4	934928	934929	935086	+	AT4G02110	157	G
PIF1	1924	Chr4	1008769	1008770	1005252	-	AT4G02290	3516	PBE
PIF1	1929	Chr4	1299609	1299610	1298403	-	AT4G02930	1205	PBE
PIF1	1931	Chr4	1306497	1306498	1306503	+	AT4G02940	5	PBE
PIF1	1932	Chr4	1329400	1329401	1329952	+	AT4G03010	551	G&PBE
PIF1	1934	Chr4	1407268	1407269	1407138	-	AT4G03190	129	PBE
PIF1	1934	Chr4	1407268	1407269	1408159	+	AT4G03200	890	PBE
PIF1	1936	Chr4	1439887	1439888	1440146	+	AT4G03280	258	G&PBE
PIF1	1939	Chr4	1495548	1495549	1495102	-	AT4G03390	445	G
PIF1	1940	Chr4	1527160	1527161	1527132	-	AT4G03440	27	PBE
PIF1	1940	Chr4	1527160	1527161	1527716	+	AT4G03443	555	PBE
PIF1	1941	Chr4	1579933	1579934	1580056	+	AT4G03560	122	G
PIF1	1943	Chr4	2030245	2030246	2030319	+	AT4G04210	73	G
PIF1	1944	Chr4	2119384	2119385	2118596	-	AT4G04330	787	G&PBE
PIF1	1944	Chr4	2119384	2119385	2122685	+	AT4G04340	3300	G&PBE
PIF1	1947	Chr4	2464167	2464168	2464142	-	AT4G04870	24	G
PIF1	1949	Chr4	2572606	2572607	2572621	+	AT4G05020	14	G
PIF1	1951	Chr4	2673391	2673392	2673242	-	AT4G05180	148	G
PIF1	1951	Chr4	2673391	2673392	2675101	+	AT4G05190	1709	G
PIF1	1955	Chr4	5153247	5153248	5151978	-	AT4G08151	1268	G&PBE
PIF1	1965	Chr4	5992909	5992910	5992966	+	AT4G09460	56	PBE
PIF1	1966	Chr4	5992963	5992964	5992966	+	AT4G09460	2	PBE
PIF1	1967	Chr4	6218042	6218043	6218396	+	AT4G09890	353	PBE
PIF1	1968	Chr4	6268180	6268181	6266244	-	AT4G10010	1935	G
PIF1	1968	Chr4	6268180	6268181	6268289	+	AT4G10020	108	G
PIF1	1973	Chr4	6753053	6753054	6751310	-	AT4G11050	1742	G&PBE
PIF1	1974	Chr4	6824582	6824583	6826677	+	AT4G11190	2094	G
PIF1	1975	Chr4	6891907	6891908	6892055	+	AT4G11330	147	G&PBE
PIF1	1980	Chr4	7099723	7099724	7099696	-	AT4G11800	26	G
PIF1	1980	Chr4	7099723	7099724	7104510	+	AT4G11810	4786	G
PIF1	1981	Chr4	7114114	7114115	7112479	-	AT4G11820	1634	G
PIF1	1983	Chr4	7196310	7196311	7195151	-	AT4G12000	1158	G
PIF1	1983	Chr4	7196310	7196311	7196547	+	AT4G12005	236	G
PIF1	1984	Chr4	7263566	7263567	7261179	-	AT4G12120	2386	G
PIF1	1984	Chr4	7263566	7263567	7263599	+	AT4G12130	32	G
PIF1	1986	Chr4	7355285	7355286	7353134	-	AT4G12420	2150	G
PIF1	1986	Chr4	7355285	7355286	7357156	+	AT4G12423	1870	G
PIF1	1987	Chr4	7479933	7479934	7480641	+	AT4G12690	707	G&PBE
PIF1	1988	Chr4	7594263	7594264	7591101	-	AT4G12980	3161	PBE
PIF1	1989	Chr4	7617529	7617530	7617561	+	AT4G13050	31	G&PBE
PIF1	1991	Chr4	7686932	7686933	7686875	-	AT4G13250	56	G
PIF1	1994	Chr4	7868947	7868948	7869874	+	AT4G13540	926	G
PIF1	1997	Chr4	8000421	8000422	8000221	-	AT4G13790	199	PBE
PIF1	1999	Chr4	8051687	8051688	8050105	-	AT4G13930	1581	PBE
PIF1	1999	Chr4	8051687	8051688	8054861	+	AT4G13940	3173	PBE
PIF1	2000	Chr4	8140142	8140143	8138280	-	AT4G14130	1861	G
PIF1	2000	Chr4	8140142	8140143	8142812	+	AT4G14135	2669	G
PIF1	2001	Chr4	8230780	8230781	8230280	-	AT4G14290	499	G
PIF1	2001	Chr4	8230780	8230781	8231017	+	AT4G14300	236	G
PIF1	2004	Chr4	8323940	8323941	8327626	+	AT4G14470	3685	G&PBE
PIF1	2005	Chr4	8326478	8326479	8327626	+	AT4G14470	1147	G
PIF1	2006	Chr4	8333741	8333742	8333577	-	AT4G14490	163	G
PIF1	2006	Chr4	8333741	8333742	8334176	+	AT4G14500	434	G
PIF1	2007	Chr4	8358127	8358128	8361058	+	AT4G14560	2930	G
PIF1	2009	Chr4	8415582	8415583	8415390	-	AT4G14680	191	G
PIF1	2009	Chr4	8415582	8415583	8418283	+	AT4G14690	2700	G
PIF1	2010	Chr4	8467936	8467937	8464325	-	AT4G14746	3610	PBE
PIF1	2010	Chr4	8467936	8467937	8470381	+	AT4G14750	2444	PBE
PIF1	2011	Chr4	8488984	8488985	8484824	-	AT4G14770	4159	G
PIF1	2011	Chr4	8488984	8488985	8492832	+	AT4G14780	3847	G
PIF1	2012	Chr4	8523980	8523981	8523704	-	AT4G14900	275	PBE
PIF1	2013	Chr4	8570737	8570738	8569813	-	AT4G14990	923	PBE
PIF1	2013	Chr4	8570737	8570738	8571833	+	AT4G15000	1095	PBE
PIF1	2016	Chr4	8647255	8647256	8648832	+	AT4G15165	1576	PBE
PIF1	2017	Chr4	8680141	8680142	8680182	+	AT4G15230	40	G
PIF1	2018	Chr4	8687741	8687742	8688289	+	AT4G15233	547	G
PIF1	2019	Chr4	8735909	8735910	8732747	-	AT4G15300	3161	G
PIF1	2019	Chr4	8735909	8735910	8736721	+	AT4G15310	811	G
PIF1	2025	Chr4	9108865	9108866	9112686	+	AT4G16110	3820	PBE
PIF1	2026	Chr4	9128430	9128431	9129016	+	AT4G16140	585	G
PIF1	2027	Chr4	9157348	9157349	9157321	-	AT4G16155	26	G
PIF1	2027	Chr4	9157348	9157349	9157515	+	AT4G16160	166	G
PIF1	2029	Chr4	9171431	9171432	9170434	-	AT4G16180	996	G
PIF1	2029	Chr4	9171431	9171432	9171467	+	AT4G16190	35	G
PIF1	2030	Chr4	9199949	9199950	9199485	-	AT4G16250	463	G&PBE
PIF1	2031	Chr4	9250615	9250616	9250090	-	AT4G16370	524	G
PIF1	2031	Chr4	9250615	9250616	9254555	+	AT4G16380	3939	G
PIF1	2033	Chr4	9295833	9295834	9295624	-	AT4G16490	208	PBE
PIF1	2034	Chr4	9302156	9302157	9302021	-	AT4G16500	134	G
PIF1	2034	Chr4	9302156	9302157	9302798	+	AT4G16510	641	G
PIF1	2035	Chr4	9306588	9306589	9305762	-	AT4G16515	825	PBE
PIF1	2037	Chr4	9361845	9361846	9360059	-	AT4G16620	1785	G
PIF1	2040	Chr4	9440793	9440794	9437171	-	AT4G16770	3621	PBE
PIF1	2041	Chr4	9442061	9442062	9437171	-	AT4G16770	4889	G
PIF1	2043	Chr4	9444261	9444262	9449114	+	AT4G16780	4852	G
PIF1	2044	Chr4	9446063	9446064	9449114	+	AT4G16780	3050	G
PIF1	2047	Chr4	9724668	9724669	9724639	-	AT4G17420	28	G
PIF1	2051	Chr4	9815477	9815478	9815273	-	AT4G17612	203	G
PIF1	2051	Chr4	9815477	9815478	9816452	+	AT4G17615	974	G
PIF1	2055	Chr4	9900711	9900712	9896667	-	AT4G17800	4043	G
PIF1	2056	Chr4	9904533	9904534	9906848	+	AT4G17810	2314	G&PBE
PIF1	2058	Chr4	9965585	9965586	9965742	+	AT4G17940	156	G
PIF1	2059	Chr4	10049578	10049579	10049437	-	AT4G18140	140	G
PIF1	2059	Chr4	10049578	10049579	10050211	+	AT4G18150	632	G
PIF1	2060	Chr4	10060259	10060260	10061373	+	AT4G18170	1113	G&PBE
PIF1	2061	Chr4	10060320	10060321	10061373	+	AT4G18170	1052	G
PIF1	2064	Chr4	10082011	10082012	10081938	-	AT4G18230	72	G
PIF1	2064	Chr4	10082011	10082012	10082108	+	AT4G18240	96	G
PIF1	2065	Chr4	10148841	10148842	10148681	-	AT4G18360	159	G
PIF1	2065	Chr4	10148841	10148842	10149129	+	AT4G18370	287	G
PIF1	2067	Chr4	10167363	10167364	10165561	-	AT4G18390	1801	G
PIF1	2067	Chr4	10167363	10167364	10169444	+	AT4G18395	2080	G
PIF1	2068	Chr4	10255717	10255718	10257078	+	AT4G18630	1360	G
PIF1	2070	Chr4	10266542	10266543	10265438	-	AT4G18650	1103	PBE
PIF1	2073	Chr4	10291813	10291814	10290849	-	AT4G18700	963	G
PIF1	2073	Chr4	10291813	10291814	10296273	+	AT4G18710	4459	G
PIF1	2075	Chr4	10326392	10326393	10326035	-	AT4G18815	356	G&PBE
PIF1	2075	Chr4	10326392	10326393	10330371	+	AT4G18820	3978	G&PBE
PIF1	2076	Chr4	10328339	10328340	10326035	-	AT4G18815	2303	G
PIF1	2076	Chr4	10328339	10328340	10330371	+	AT4G18820	2031	G
PIF1	2077	Chr4	10352088	10352089	10349561	-	AT4G18880	2526	G
PIF1	2077	Chr4	10352088	10352089	10352622	+	AT4G18890	533	G
PIF1	2078	Chr4	10355743	10355744	10356465	+	AT4G18900	721	PBE
PIF1	2079	Chr4	10365997	10365998	10366059	+	AT4G18910	61	PBE
PIF1	2080	Chr4	10368612	10368613	10368755	+	AT4G18920	142	G
PIF1	2081	Chr4	10437839	10437840	10437430	-	AT4G19040	408	G
PIF1	2082	Chr4	10459452	10459453	10459327	-	AT4G19112	124	G
PIF1	2084	Chr4	10521292	10521293	10521379	+	AT4G19230	86	G
PIF1	2085	Chr4	10578247	10578248	10576427	-	AT4G19390	1819	G
PIF1	2085	Chr4	10578247	10578248	10578652	+	AT4G19395	404	G
PIF1	2086	Chr4	10593253	10593254	10590587	-	AT4G19420	2665	G
PIF1	2087	Chr4	10600102	10600103	10599150	-	AT4G19430	951	G
PIF1	2089	Chr4	10706720	10706721	10707426	+	AT4G19690	705	G
PIF1	2090	Chr4	10715900	10715901	10714706	-	AT4G19700	1193	G
PIF1	2094	Chr4	11201261	11201262	11201086	-	AT4G20930	174	PBE
PIF1	2094	Chr4	11201261	11201262	11202728	+	AT4G20940	1466	PBE
PIF1	2097	Chr4	11417473	11417474	11417403	-	AT4G21437	69	G
PIF1	2098	Chr4	11422854	11422855	11419759	-	AT4G21440	3094	G
PIF1	2098	Chr4	11422854	11422855	11424710	+	AT4G21445	1855	G
PIF1	2099	Chr4	11439624	11439625	11439325	-	AT4G21490	298	PBE
PIF1	2104	Chr4	11662624	11662625	11660905	-	AT4G22000	1718	PBE
PIF1	2104	Chr4	11662624	11662625	11663324	+	AT4G22010	699	PBE
PIF1	2105	Chr4	11694712	11694713	11694391	-	AT4G22070	320	PBE
PIF1	2106	Chr4	11745492	11745493	11743317	-	AT4G22190	2174	PBE
PIF1	2107	Chr4	11769548	11769549	11768451	-	AT4G22250	1096	G
PIF1	2109	Chr4	11897133	11897134	11896479	-	AT4G22590	653	G
PIF1	2111	Chr4	11940442	11940443	11941131	+	AT4G22730	688	G&PBE
PIF1	2112	Chr4	11971511	11971512	11971148	-	AT4G22780	362	PBE
PIF1	2112	Chr4	11971511	11971512	11974941	+	AT4G22785	3429	PBE
PIF1	2113	Chr4	11974023	11974024	11971148	-	AT4G22780	2874	PBE
PIF1	2113	Chr4	11974023	11974024	11974941	+	AT4G22785	917	PBE
PIF1	2116	Chr4	12012542	12012543	12012677	+	AT4G22910	134	PBE
PIF1	2119	Chr4	12047686	12047687	12045700	-	AT4G22980	1985	G
PIF1	2120	Chr4	12053295	12053296	12051795	-	AT4G22990	1499	G
PIF1	2120	Chr4	12053295	12053296	12054455	+	AT4G23000	1159	G
PIF1	2122	Chr4	12079923	12079924	12078741	-	AT4G23040	1181	G
PIF1	2122	Chr4	12079923	12079924	12080060	+	AT4G23050	136	G
PIF1	2127	Chr4	12254657	12254658	12254269	-	AT4G23490	387	G
PIF1	2136	Chr4	12556096	12556097	12555908	-	AT4G24190	187	G
PIF1	2138	Chr4	12571702	12571703	12571766	+	AT4G24240	63	G
PIF1	2139	Chr4	12588378	12588379	12587383	-	AT4G24270	994	PBE
PIF1	2139	Chr4	12588378	12588379	12588519	+	AT4G24275	140	PBE
PIF1	2140	Chr4	12727189	12727190	12725636	-	AT4G24660	1552	G
PIF1	2141	Chr4	12764284	12764285	12763780	-	AT4G24760	503	G
PIF1	2142	Chr4	12820830	12820831	12820735	-	AT4G24920	94	PBE
PIF1	2143	Chr4	12936965	12936966	12936657	-	AT4G25260	307	G&PBE
PIF1	2144	Chr4	12941137	12941138	12940743	-	AT4G25280	393	G&PBE
PIF1	2146	Chr4	12976956	12976957	12976327	-	AT4G25380	628	G&PBE
PIF1	2147	Chr4	12985000	12985001	12985755	+	AT4G25410	754	PBE
PIF1	2148	Chr4	13016397	13016398	13016219	-	AT4G25470	177	PBE
PIF1	2149	Chr4	13021294	13021295	13019120	-	AT4G25480	2173	G
PIF1	2151	Chr4	13036622	13036623	13036212	-	AT4G25520	409	G
PIF1	2151	Chr4	13036622	13036623	13038360	+	AT4G25530	1737	G
PIF1	2152	Chr4	13071279	13071280	13069678	-	AT4G25620	1600	G
PIF1	2152	Chr4	13071279	13071280	13074133	+	AT4G25630	2853	G
PIF1	2154	Chr4	13091889	13091890	13091797	-	AT4G25690	91	G
PIF1	2160	Chr4	13461026	13461027	13460059	-	AT4G26690	966	G
PIF1	2160	Chr4	13461026	13461027	13463116	+	AT4G26700	2089	G
PIF1	2161	Chr4	13511410	13511411	13508722	-	AT4G26880	2687	G
PIF1	2161	Chr4	13511410	13511411	13511839	+	AT4G26890	428	G
PIF1	2165	Chr4	13665720	13665721	13664239	-	AT4G27280	1480	PBE
PIF1	2165	Chr4	13665720	13665721	13666281	+	AT4G27290	560	PBE
PIF1	2166	Chr4	13675047	13675048	13672347	-	AT4G27300	2699	G
PIF1	2166	Chr4	13675047	13675048	13675638	+	AT4G27310	590	G
PIF1	2169	Chr4	13685983	13685984	13683537	-	AT4G27330	2445	G&PBE
PIF1	2174	Chr4	13812870	13812871	13813044	+	AT4G27657	173	G
PIF1	2178	Chr4	13847248	13847249	13847549	+	AT4G27780	300	G
PIF1	2179	Chr4	13911459	13911460	13910858	-	AT4G27950	600	G
PIF1	2180	Chr4	13917665	13917666	13917419	-	AT4G27960	245	PBE
PIF1	2182	Chr4	14077753	14077754	14076010	-	AT4G28485	1742	PBE
PIF1	2182	Chr4	14077753	14077754	14077857	+	AT4G28490	103	PBE
PIF1	2183	Chr4	14141504	14141505	14140957	-	AT4G28630	546	G
PIF1	2183	Chr4	14141504	14141505	14142130	+	AT4G28640	625	G
PIF1	2184	Chr4	14149653	14149654	14149880	+	AT4G28660	226	PBE
PIF1	2185	Chr4	14192080	14192081	14192583	+	AT4G28720	502	G
PIF1	2186	Chr4	14304179	14304180	14302146	-	AT4G29010	2032	PBE
PIF1	2186	Chr4	14304179	14304180	14304921	+	AT4G29020	741	PBE
PIF1	2187	Chr4	14331529	14331530	14333528	+	AT4G29090	1998	G
PIF1	2188	Chr4	14333274	14333275	14333528	+	AT4G29090	253	G&PBE
PIF1	2190	Chr4	14358916	14358917	14355102	-	AT4G29130	3813	G&PBE
PIF1	2191	Chr4	14374467	14374468	14378767	+	AT4G29150	4299	PBE
PIF1	2192	Chr4	14396801	14396802	14393372	-	AT4G29190	3428	PBE
PIF1	2193	Chr4	14444253	14444254	14439722	-	AT4G29310	4530	PBE
PIF1	2193	Chr4	14444253	14444254	14444819	+	AT4G29330	565	PBE
PIF1	2198	Chr4	14643960	14643961	14644009	+	AT4G29930	48	G
PIF1	2199	Chr4	14654064	14654065	14653378	-	AT4G29940	685	PBE
PIF1	2199	Chr4	14654064	14654065	14657045	+	AT4G29950	2980	PBE
PIF1	2200	Chr4	14655270	14655271	14653378	-	AT4G29940	1891	G
PIF1	2200	Chr4	14655270	14655271	14657045	+	AT4G29950	1774	G
PIF1	2204	Chr4	14768416	14768417	14768936	+	AT4G30180	519	PBE
PIF1	2205	Chr4	14777062	14777063	14776057	-	AT4G30190	1004	PBE
PIF1	2210	Chr4	14846146	14846147	14847740	+	AT4G30350	1593	PBE
PIF1	2213	Chr4	14872242	14872243	14872175	-	AT4G30410	66	PBE
PIF1	2213	Chr4	14872242	14872243	14877069	+	AT4G30420	4826	PBE
PIF1	2214	Chr4	14873724	14873725	14872175	-	AT4G30410	1548	G&PBE
PIF1	2214	Chr4	14873724	14873725	14877069	+	AT4G30420	3344	G&PBE
PIF1	2216	Chr4	14955171	14955172	14955373	+	AT4G30660	201	PBE
PIF1	2217	Chr4	14971451	14971452	14969762	-	AT4G30710	1688	G
PIF1	2218	Chr4	14999309	14999310	14997784	-	AT4G30790	1524	PBE
PIF1	2218	Chr4	14999309	14999310	15001134	+	AT4G30800	1824	PBE
PIF1	2219	Chr4	15003048	15003049	15003451	+	AT4G30810	402	G
